date,areaType,areaCode,areaName,cumCasesByPublishDateRate,cumDeathsByPublishDateRate,newCasesByPublishDateRollingRate
14/02/2020,region,E12000002,North West,,,0
13/02/2020,region,E12000002,North West,,,0
12/02/2020,region,E12000002,North West,,,0
11/02/2020,region,E12000002,North West,,,0
10/02/2020,region,E12000002,North West,,,0
09/02/2020,region,E12000002,North West,,,0
08/02/2020,region,E12000002,North West,,,0
07/02/2020,region,E12000002,North West,,,0
06/02/2020,region,E12000002,North West,,,0
05/02/2020,region,E12000002,North West,,,0
04/02/2020,region,E12000002,North West,,,0
03/02/2020,region,E12000002,North West,,,0
02/02/2020,region,E12000002,North West,,,0
01/02/2020,region,E12000002,North West,,,0
31/01/2020,region,E12000002,North West,,,0
30/01/2020,region,E12000002,North West,,,0
29/01/2020,region,E12000002,North West,,,0
28/01/2020,region,E12000002,North West,,,0
27/01/2020,region,E12000002,North West,,,0
26/01/2020,region,E12000002,North West,,,0
25/01/2020,region,E12000002,North West,,,0
24/01/2020,region,E12000002,North West,,,0
23/01/2020,region,E12000002,North West,,,0
22/01/2020,region,E12000002,North West,,,0
21/01/2020,region,E12000002,North West,,,0
20/01/2020,region,E12000002,North West,,,0
19/01/2020,region,E12000002,North West,,,0
18/01/2020,region,E12000002,North West,,,0
17/01/2020,region,E12000002,North West,,,0
16/01/2020,region,E12000002,North West,,,0
15/01/2020,region,E12000002,North West,,,0
14/01/2020,region,E12000002,North West,,,0
13/01/2020,region,E12000002,North West,,,0
12/01/2020,region,E12000002,North West,,,0
11/01/2020,region,E12000002,North West,,,0
10/01/2020,region,E12000002,North West,,,0
09/01/2020,region,E12000002,North West,,,0
08/01/2020,region,E12000002,North West,,,0
07/01/2020,region,E12000002,North West,,,0
06/01/2020,region,E12000002,North West,,,0
05/01/2020,region,E12000002,North West,,,0
04/01/2020,region,E12000002,North West,,,0
03/01/2020,region,E12000002,North West,,,0
18/12/2020,region,E12000003,Yorkshire and The Humber,4265.3,151.5,148.5
17/12/2020,region,E12000003,Yorkshire and The Humber,,150.3,153.5
16/12/2020,region,E12000003,Yorkshire and The Humber,,149.2,156
15/12/2020,region,E12000003,Yorkshire and The Humber,,147.7,154.1
14/12/2020,region,E12000003,Yorkshire and The Humber,,146.4,148.2
13/12/2020,region,E12000003,Yorkshire and The Humber,,145.9,148
12/12/2020,region,E12000003,Yorkshire and The Humber,,145.3,148.5
11/12/2020,region,E12000003,Yorkshire and The Humber,,144.1,146.1
10/12/2020,region,E12000003,Yorkshire and The Humber,,142.8,147
09/12/2020,region,E12000003,Yorkshire and The Humber,,141.7,151.9
08/12/2020,region,E12000003,Yorkshire and The Humber,,140.1,153.4
07/12/2020,region,E12000003,Yorkshire and The Humber,,138.4,160.6
06/12/2020,region,E12000003,Yorkshire and The Humber,,138,162.8
05/12/2020,region,E12000003,Yorkshire and The Humber,,137.4,161.4
04/12/2020,region,E12000003,Yorkshire and The Humber,,136,171.3
03/12/2020,region,E12000003,Yorkshire and The Humber,,134.1,172.5
02/12/2020,region,E12000003,Yorkshire and The Humber,,133.3,177.6
01/12/2020,region,E12000003,Yorkshire and The Humber,,131.5,189.2
30/11/2020,region,E12000003,Yorkshire and The Humber,,129.6,191
29/11/2020,region,E12000003,Yorkshire and The Humber,,128.7,201
28/11/2020,region,E12000003,Yorkshire and The Humber,,128,211.3
27/11/2020,region,E12000003,Yorkshire and The Humber,,126.7,221.4
26/11/2020,region,E12000003,Yorkshire and The Humber,,125.2,244.8
25/11/2020,region,E12000003,Yorkshire and The Humber,,123.6,266.9
24/11/2020,region,E12000003,Yorkshire and The Humber,,120.8,283.7
23/11/2020,region,E12000003,Yorkshire and The Humber,,119,305.6
22/11/2020,region,E12000003,Yorkshire and The Humber,,118.4,340.7
21/11/2020,region,E12000003,Yorkshire and The Humber,,117,369
20/11/2020,region,E12000003,Yorkshire and The Humber,,116.1,389.2
19/11/2020,region,E12000003,Yorkshire and The Humber,,114.8,409.5
18/11/2020,region,E12000003,Yorkshire and The Humber,,113.4,437.9
17/11/2020,region,E12000003,Yorkshire and The Humber,,111.8,442.5
16/11/2020,region,E12000003,Yorkshire and The Humber,,110.2,450.9
15/11/2020,region,E12000003,Yorkshire and The Humber,,109.6,436.5
14/11/2020,region,E12000003,Yorkshire and The Humber,,109.1,444.2
13/11/2020,region,E12000003,Yorkshire and The Humber,,107.5,456.6
12/11/2020,region,E12000003,Yorkshire and The Humber,,106.7,452.3
11/11/2020,region,E12000003,Yorkshire and The Humber,,104.8,443.2
10/11/2020,region,E12000003,Yorkshire and The Humber,,102.8,451.4
09/11/2020,region,E12000003,Yorkshire and The Humber,,101.1,451.3
08/11/2020,region,E12000003,Yorkshire and The Humber,,100.5,453.2
07/11/2020,region,E12000003,Yorkshire and The Humber,,100.1,454.4
06/11/2020,region,E12000003,Yorkshire and The Humber,,98.9,447.6
05/11/2020,region,E12000003,Yorkshire and The Humber,,97.4,444.6
04/11/2020,region,E12000003,Yorkshire and The Humber,,96.5,431.9
03/11/2020,region,E12000003,Yorkshire and The Humber,,95.1,434.6
02/11/2020,region,E12000003,Yorkshire and The Humber,,94,445
01/11/2020,region,E12000003,Yorkshire and The Humber,,93.5,446.7
31/10/2020,region,E12000003,Yorkshire and The Humber,,93.1,420.9
30/10/2020,region,E12000003,Yorkshire and The Humber,,92.3,414
29/10/2020,region,E12000003,Yorkshire and The Humber,,91.4,401.7
28/10/2020,region,E12000003,Yorkshire and The Humber,,90.9,392.1
27/10/2020,region,E12000003,Yorkshire and The Humber,,90,398.7
26/10/2020,region,E12000003,Yorkshire and The Humber,,88.9,391.9
25/10/2020,region,E12000003,Yorkshire and The Humber,,88.7,386.4
24/10/2020,region,E12000003,Yorkshire and The Humber,,88.1,395.8
23/10/2020,region,E12000003,Yorkshire and The Humber,,87.6,375.2
22/10/2020,region,E12000003,Yorkshire and The Humber,,86.8,357.2
21/10/2020,region,E12000003,Yorkshire and The Humber,,86.3,350.9
20/10/2020,region,E12000003,Yorkshire and The Humber,,85.6,325.3
19/10/2020,region,E12000003,Yorkshire and The Humber,,85.2,307.8
18/10/2020,region,E12000003,Yorkshire and The Humber,,84.9,294.3
17/10/2020,region,E12000003,Yorkshire and The Humber,,84.7,278
16/10/2020,region,E12000003,Yorkshire and The Humber,,84.2,281
15/10/2020,region,E12000003,Yorkshire and The Humber,,83.8,270.2
14/10/2020,region,E12000003,Yorkshire and The Humber,,83.4,267.1
13/10/2020,region,E12000003,Yorkshire and The Humber,,83,247.8
12/10/2020,region,E12000003,Yorkshire and The Humber,,82.7,251.6
11/10/2020,region,E12000003,Yorkshire and The Humber,,82.6,256
10/10/2020,region,E12000003,Yorkshire and The Humber,,82.3,285.1
09/10/2020,region,E12000003,Yorkshire and The Humber,,82.1,275.5
08/10/2020,region,E12000003,Yorkshire and The Humber,,81.8,267.4
07/10/2020,region,E12000003,Yorkshire and The Humber,,81.6,239.7
06/10/2020,region,E12000003,Yorkshire and The Humber,,81.4,228.9
05/10/2020,region,E12000003,Yorkshire and The Humber,,81.3,199.7
04/10/2020,region,E12000003,Yorkshire and The Humber,,81.2,169.3
03/10/2020,region,E12000003,Yorkshire and The Humber,,81.1,115.4
02/10/2020,region,E12000003,Yorkshire and The Humber,,80.8,95.8
01/10/2020,region,E12000003,Yorkshire and The Humber,,80.5,96.6
30/09/2020,region,E12000003,Yorkshire and The Humber,,80.4,96.3
29/09/2020,region,E12000003,Yorkshire and The Humber,,80.2,89.5
28/09/2020,region,E12000003,Yorkshire and The Humber,,79.9,83.6
27/09/2020,region,E12000003,Yorkshire and The Humber,,79.9,83
26/09/2020,region,E12000003,Yorkshire and The Humber,,79.8,79.5
25/09/2020,region,E12000003,Yorkshire and The Humber,,79.7,76.8
24/09/2020,region,E12000003,Yorkshire and The Humber,,79.6,72.3
23/09/2020,region,E12000003,Yorkshire and The Humber,,79.4,64.9
22/09/2020,region,E12000003,Yorkshire and The Humber,,79.2,61.8
21/09/2020,region,E12000003,Yorkshire and The Humber,,79,59.7
20/09/2020,region,E12000003,Yorkshire and The Humber,,78.9,57.2
19/09/2020,region,E12000003,Yorkshire and The Humber,,78.8,56.6
18/09/2020,region,E12000003,Yorkshire and The Humber,,78.8,54.6
17/09/2020,region,E12000003,Yorkshire and The Humber,,78.5,52.2
16/09/2020,region,E12000003,Yorkshire and The Humber,,78.4,51.2
15/09/2020,region,E12000003,Yorkshire and The Humber,,78.3,47.2
14/09/2020,region,E12000003,Yorkshire and The Humber,,77.9,45.6
13/09/2020,region,E12000003,Yorkshire and The Humber,,77.9,45.4
12/09/2020,region,E12000003,Yorkshire and The Humber,,77.8,44.7
11/09/2020,region,E12000003,Yorkshire and The Humber,,77.6,40.1
10/09/2020,region,E12000003,Yorkshire and The Humber,,77.6,36.2
09/09/2020,region,E12000003,Yorkshire and The Humber,,77.3,34.4
08/09/2020,region,E12000003,Yorkshire and The Humber,,77.2,32.5
07/09/2020,region,E12000003,Yorkshire and The Humber,,77,29.3
06/09/2020,region,E12000003,Yorkshire and The Humber,,77,26
05/09/2020,region,E12000003,Yorkshire and The Humber,,77,22.5
04/09/2020,region,E12000003,Yorkshire and The Humber,,76.9,22.2
03/09/2020,region,E12000003,Yorkshire and The Humber,,76.7,21.4
02/09/2020,region,E12000003,Yorkshire and The Humber,,76.6,20.5
01/09/2020,region,E12000003,Yorkshire and The Humber,,76.4,19.1
31/08/2020,region,E12000003,Yorkshire and The Humber,,76.4,19.4
30/08/2020,region,E12000003,Yorkshire and The Humber,,76.4,17.8
29/08/2020,region,E12000003,Yorkshire and The Humber,,76.3,16.7
28/08/2020,region,E12000003,Yorkshire and The Humber,,76.3,16.7
27/08/2020,region,E12000003,Yorkshire and The Humber,,76,16.2
26/08/2020,region,E12000003,Yorkshire and The Humber,,75.9,15.2
25/08/2020,region,E12000003,Yorkshire and The Humber,,75.8,15
24/08/2020,region,E12000003,Yorkshire and The Humber,,75.7,15.5
23/08/2020,region,E12000003,Yorkshire and The Humber,,75.7,15.6
22/08/2020,region,E12000003,Yorkshire and The Humber,,75.7,15.8
21/08/2020,region,E12000003,Yorkshire and The Humber,,75.5,16.2
20/08/2020,region,E12000003,Yorkshire and The Humber,,75.3,20.7
19/08/2020,region,E12000003,Yorkshire and The Humber,,75.1,18.1
18/08/2020,region,E12000003,Yorkshire and The Humber,,75,19.7
17/08/2020,region,E12000003,Yorkshire and The Humber,,74.8,19.7
16/08/2020,region,E12000003,Yorkshire and The Humber,,74.8,20.5
15/08/2020,region,E12000003,Yorkshire and The Humber,,74.8,21.2
14/08/2020,region,E12000003,Yorkshire and The Humber,,74.5,19.4
13/08/2020,region,E12000003,Yorkshire and The Humber,,74.4,15.7
12/08/2020,region,E12000003,Yorkshire and The Humber,,74.4,17.7
11/08/2020,region,E12000003,Yorkshire and The Humber,,74.1,16.9
10/08/2020,region,E12000003,Yorkshire and The Humber,,74,15.6
09/08/2020,region,E12000003,Yorkshire and The Humber,,74,15.9
08/08/2020,region,E12000003,Yorkshire and The Humber,,74,14.7
07/08/2020,region,E12000003,Yorkshire and The Humber,,73.9,15.5
06/08/2020,region,E12000003,Yorkshire and The Humber,,73.7,15.4
05/08/2020,region,E12000003,Yorkshire and The Humber,,73.7,16.1
04/08/2020,region,E12000003,Yorkshire and The Humber,,73.6,15.8
03/08/2020,region,E12000003,Yorkshire and The Humber,,73.4,16.1
02/08/2020,region,E12000003,Yorkshire and The Humber,,73.4,15.2
01/08/2020,region,E12000003,Yorkshire and The Humber,,73.3,15.2
31/07/2020,region,E12000003,Yorkshire and The Humber,,73.3,15.2
30/07/2020,region,E12000003,Yorkshire and The Humber,,73.1,14.4
29/07/2020,region,E12000003,Yorkshire and The Humber,,73,13.4
28/07/2020,region,E12000003,Yorkshire and The Humber,,72.7,13
27/07/2020,region,E12000003,Yorkshire and The Humber,,72.5,12.5
26/07/2020,region,E12000003,Yorkshire and The Humber,,72.5,13
25/07/2020,region,E12000003,Yorkshire and The Humber,,72.5,12.9
24/07/2020,region,E12000003,Yorkshire and The Humber,,72.3,12.8
23/07/2020,region,E12000003,Yorkshire and The Humber,,72,12.8
22/07/2020,region,E12000003,Yorkshire and The Humber,,71.9,13.6
21/07/2020,region,E12000003,Yorkshire and The Humber,,71.7,13.9
20/07/2020,region,E12000003,Yorkshire and The Humber,,71.5,13.8
19/07/2020,region,E12000003,Yorkshire and The Humber,,71.4,13.4
18/07/2020,region,E12000003,Yorkshire and The Humber,,71.4,13.6
17/07/2020,region,E12000003,Yorkshire and The Humber,,71.3,14.2
16/07/2020,region,E12000003,Yorkshire and The Humber,,71.1,13.8
15/07/2020,region,E12000003,Yorkshire and The Humber,,70.9,13.4
14/07/2020,region,E12000003,Yorkshire and The Humber,,70.8,13.3
13/07/2020,region,E12000003,Yorkshire and The Humber,,70.4,13.5
12/07/2020,region,E12000003,Yorkshire and The Humber,,70.4,13
11/07/2020,region,E12000003,Yorkshire and The Humber,,70.4,12.6
10/07/2020,region,E12000003,Yorkshire and The Humber,,70,12.2
09/07/2020,region,E12000003,Yorkshire and The Humber,,,13
08/07/2020,region,E12000003,Yorkshire and The Humber,,,13.3
07/07/2020,region,E12000003,Yorkshire and The Humber,,,255.2
06/07/2020,region,E12000003,Yorkshire and The Humber,,,253.6
05/07/2020,region,E12000003,Yorkshire and The Humber,,,252.6
04/07/2020,region,E12000003,Yorkshire and The Humber,,,251.4
03/07/2020,region,E12000003,Yorkshire and The Humber,,,249.8
02/07/2020,region,E12000003,Yorkshire and The Humber,,,248
01/07/2020,region,E12000003,Yorkshire and The Humber,,,246.3
30/06/2020,region,E12000003,Yorkshire and The Humber,,,2.7
29/06/2020,region,E12000003,Yorkshire and The Humber,,,2.9
28/06/2020,region,E12000003,Yorkshire and The Humber,,,3.2
27/06/2020,region,E12000003,Yorkshire and The Humber,,,3.3
26/06/2020,region,E12000003,Yorkshire and The Humber,,,3.5
25/06/2020,region,E12000003,Yorkshire and The Humber,,,3.6
24/06/2020,region,E12000003,Yorkshire and The Humber,,,3.6
23/06/2020,region,E12000003,Yorkshire and The Humber,,,4.2
22/06/2020,region,E12000003,Yorkshire and The Humber,,,4.2
21/06/2020,region,E12000003,Yorkshire and The Humber,,,4.3
20/06/2020,region,E12000003,Yorkshire and The Humber,,,4.3
19/06/2020,region,E12000003,Yorkshire and The Humber,,,4.5
18/06/2020,region,E12000003,Yorkshire and The Humber,,,4.9
17/06/2020,region,E12000003,Yorkshire and The Humber,,,4.8
16/06/2020,region,E12000003,Yorkshire and The Humber,,,4.6
15/06/2020,region,E12000003,Yorkshire and The Humber,,,5.4
14/06/2020,region,E12000003,Yorkshire and The Humber,,,4.9
13/06/2020,region,E12000003,Yorkshire and The Humber,,,4.7
12/06/2020,region,E12000003,Yorkshire and The Humber,,,5.2
11/06/2020,region,E12000003,Yorkshire and The Humber,,,5
10/06/2020,region,E12000003,Yorkshire and The Humber,,,5.8
09/06/2020,region,E12000003,Yorkshire and The Humber,,,6.3
08/06/2020,region,E12000003,Yorkshire and The Humber,,,6
07/06/2020,region,E12000003,Yorkshire and The Humber,,,6.5
06/06/2020,region,E12000003,Yorkshire and The Humber,,,6.8
05/06/2020,region,E12000003,Yorkshire and The Humber,,,6.7
04/06/2020,region,E12000003,Yorkshire and The Humber,,,7
03/06/2020,region,E12000003,Yorkshire and The Humber,,,7.3
02/06/2020,region,E12000003,Yorkshire and The Humber,,,7.5
01/06/2020,region,E12000003,Yorkshire and The Humber,,,7.8
31/05/2020,region,E12000003,Yorkshire and The Humber,,,7.9
30/05/2020,region,E12000003,Yorkshire and The Humber,,,8.5
29/05/2020,region,E12000003,Yorkshire and The Humber,,,9
28/05/2020,region,E12000003,Yorkshire and The Humber,,,9.4
27/05/2020,region,E12000003,Yorkshire and The Humber,,,9.7
26/05/2020,region,E12000003,Yorkshire and The Humber,,,10.5
25/05/2020,region,E12000003,Yorkshire and The Humber,,,10.9
24/05/2020,region,E12000003,Yorkshire and The Humber,,,12.1
23/05/2020,region,E12000003,Yorkshire and The Humber,,,13
22/05/2020,region,E12000003,Yorkshire and The Humber,,,13.6
21/05/2020,region,E12000003,Yorkshire and The Humber,,,14.8
20/05/2020,region,E12000003,Yorkshire and The Humber,,,15.4
19/05/2020,region,E12000003,Yorkshire and The Humber,,,15.8
18/05/2020,region,E12000003,Yorkshire and The Humber,,,16.8
17/05/2020,region,E12000003,Yorkshire and The Humber,,,16.7
16/05/2020,region,E12000003,Yorkshire and The Humber,,,17
15/05/2020,region,E12000003,Yorkshire and The Humber,,,17.5
14/05/2020,region,E12000003,Yorkshire and The Humber,,,18.8
13/05/2020,region,E12000003,Yorkshire and The Humber,,,21.3
12/05/2020,region,E12000003,Yorkshire and The Humber,,,22
11/05/2020,region,E12000003,Yorkshire and The Humber,,,25.2
10/05/2020,region,E12000003,Yorkshire and The Humber,,,26.4
09/05/2020,region,E12000003,Yorkshire and The Humber,,,27.8
08/05/2020,region,E12000003,Yorkshire and The Humber,,,31.2
07/05/2020,region,E12000003,Yorkshire and The Humber,,,31.6
06/05/2020,region,E12000003,Yorkshire and The Humber,,,32.9
05/05/2020,region,E12000003,Yorkshire and The Humber,,,32.7
04/05/2020,region,E12000003,Yorkshire and The Humber,,,32
03/05/2020,region,E12000003,Yorkshire and The Humber,,,34.7
02/05/2020,region,E12000003,Yorkshire and The Humber,,,35.2
01/05/2020,region,E12000003,Yorkshire and The Humber,,,35
30/04/2020,region,E12000003,Yorkshire and The Humber,,,37.8
29/04/2020,region,E12000003,Yorkshire and The Humber,,,36
28/04/2020,region,E12000003,Yorkshire and The Humber,,,40.3
27/04/2020,region,E12000003,Yorkshire and The Humber,,,39.8
26/04/2020,region,E12000003,Yorkshire and The Humber,,,36.5
25/04/2020,region,E12000003,Yorkshire and The Humber,,,37
24/04/2020,region,E12000003,Yorkshire and The Humber,,,37.7
23/04/2020,region,E12000003,Yorkshire and The Humber,,,36.1
22/04/2020,region,E12000003,Yorkshire and The Humber,,,31.7
21/04/2020,region,E12000003,Yorkshire and The Humber,,,24.4
20/04/2020,region,E12000003,Yorkshire and The Humber,,,19.8
19/04/2020,region,E12000003,Yorkshire and The Humber,,,17.1
18/04/2020,region,E12000003,Yorkshire and The Humber,,,12.4
17/04/2020,region,E12000003,Yorkshire and The Humber,,,5.7
16/04/2020,region,E12000003,Yorkshire and The Humber,,,0
15/04/2020,region,E12000003,Yorkshire and The Humber,,,0
14/04/2020,region,E12000003,Yorkshire and The Humber,,,0
13/04/2020,region,E12000003,Yorkshire and The Humber,,,0
12/04/2020,region,E12000003,Yorkshire and The Humber,,,0
11/04/2020,region,E12000003,Yorkshire and The Humber,,,0
10/04/2020,region,E12000003,Yorkshire and The Humber,,,0
09/04/2020,region,E12000003,Yorkshire and The Humber,,,0
08/04/2020,region,E12000003,Yorkshire and The Humber,,,0
07/04/2020,region,E12000003,Yorkshire and The Humber,,,0
06/04/2020,region,E12000003,Yorkshire and The Humber,,,0
05/04/2020,region,E12000003,Yorkshire and The Humber,,,0
04/04/2020,region,E12000003,Yorkshire and The Humber,,,0
03/04/2020,region,E12000003,Yorkshire and The Humber,,,0
02/04/2020,region,E12000003,Yorkshire and The Humber,,,0
01/04/2020,region,E12000003,Yorkshire and The Humber,,,0
31/03/2020,region,E12000003,Yorkshire and The Humber,,,0
30/03/2020,region,E12000003,Yorkshire and The Humber,,,0
29/03/2020,region,E12000003,Yorkshire and The Humber,,,0
28/03/2020,region,E12000003,Yorkshire and The Humber,,,0
27/03/2020,region,E12000003,Yorkshire and The Humber,,,0
26/03/2020,region,E12000003,Yorkshire and The Humber,,,0
25/03/2020,region,E12000003,Yorkshire and The Humber,,,0
24/03/2020,region,E12000003,Yorkshire and The Humber,,,0
23/03/2020,region,E12000003,Yorkshire and The Humber,,,0
22/03/2020,region,E12000003,Yorkshire and The Humber,,,0
21/03/2020,region,E12000003,Yorkshire and The Humber,,,0
20/03/2020,region,E12000003,Yorkshire and The Humber,,,0
19/03/2020,region,E12000003,Yorkshire and The Humber,,,0
18/03/2020,region,E12000003,Yorkshire and The Humber,,,0
17/03/2020,region,E12000003,Yorkshire and The Humber,,,0
16/03/2020,region,E12000003,Yorkshire and The Humber,,,0
15/03/2020,region,E12000003,Yorkshire and The Humber,,,0
14/03/2020,region,E12000003,Yorkshire and The Humber,,,0
13/03/2020,region,E12000003,Yorkshire and The Humber,,,0
12/03/2020,region,E12000003,Yorkshire and The Humber,,,0
11/03/2020,region,E12000003,Yorkshire and The Humber,,,0
10/03/2020,region,E12000003,Yorkshire and The Humber,,,0
09/03/2020,region,E12000003,Yorkshire and The Humber,,,0
08/03/2020,region,E12000003,Yorkshire and The Humber,,,0
07/03/2020,region,E12000003,Yorkshire and The Humber,,,0
06/03/2020,region,E12000003,Yorkshire and The Humber,,,0
05/03/2020,region,E12000003,Yorkshire and The Humber,,,0
04/03/2020,region,E12000003,Yorkshire and The Humber,,,0
03/03/2020,region,E12000003,Yorkshire and The Humber,,,0
02/03/2020,region,E12000003,Yorkshire and The Humber,,,0
01/03/2020,region,E12000003,Yorkshire and The Humber,,,0
29/02/2020,region,E12000003,Yorkshire and The Humber,,,0
28/02/2020,region,E12000003,Yorkshire and The Humber,,,0
27/02/2020,region,E12000003,Yorkshire and The Humber,,,0
26/02/2020,region,E12000003,Yorkshire and The Humber,,,0
25/02/2020,region,E12000003,Yorkshire and The Humber,,,0
24/02/2020,region,E12000003,Yorkshire and The Humber,,,0
23/02/2020,region,E12000003,Yorkshire and The Humber,,,0
22/02/2020,region,E12000003,Yorkshire and The Humber,,,0
21/02/2020,region,E12000003,Yorkshire and The Humber,,,0
20/02/2020,region,E12000003,Yorkshire and The Humber,,,0
19/02/2020,region,E12000003,Yorkshire and The Humber,,,0
18/02/2020,region,E12000003,Yorkshire and The Humber,,,0
17/02/2020,region,E12000003,Yorkshire and The Humber,,,0
16/02/2020,region,E12000003,Yorkshire and The Humber,,,0
15/02/2020,region,E12000003,Yorkshire and The Humber,,,0
14/02/2020,region,E12000003,Yorkshire and The Humber,,,0
13/02/2020,region,E12000003,Yorkshire and The Humber,,,0
12/02/2020,region,E12000003,Yorkshire and The Humber,,,0
11/02/2020,region,E12000003,Yorkshire and The Humber,,,0
10/02/2020,region,E12000003,Yorkshire and The Humber,,,0
09/02/2020,region,E12000003,Yorkshire and The Humber,,,0
08/02/2020,region,E12000003,Yorkshire and The Humber,,,0
07/02/2020,region,E12000003,Yorkshire and The Humber,,,0
06/02/2020,region,E12000003,Yorkshire and The Humber,,,0
05/02/2020,region,E12000003,Yorkshire and The Humber,,,0
04/02/2020,region,E12000003,Yorkshire and The Humber,,,0
03/02/2020,region,E12000003,Yorkshire and The Humber,,,0
02/02/2020,region,E12000003,Yorkshire and The Humber,,,0
01/02/2020,region,E12000003,Yorkshire and The Humber,,,0
31/01/2020,region,E12000003,Yorkshire and The Humber,,,0
30/01/2020,region,E12000003,Yorkshire and The Humber,,,0
29/01/2020,region,E12000003,Yorkshire and The Humber,,,0
28/01/2020,region,E12000003,Yorkshire and The Humber,,,0
27/01/2020,region,E12000003,Yorkshire and The Humber,,,0
26/01/2020,region,E12000003,Yorkshire and The Humber,,,0
25/01/2020,region,E12000003,Yorkshire and The Humber,,,0
24/01/2020,region,E12000003,Yorkshire and The Humber,,,0
23/01/2020,region,E12000003,Yorkshire and The Humber,,,0
22/01/2020,region,E12000003,Yorkshire and The Humber,,,0
21/01/2020,region,E12000003,Yorkshire and The Humber,,,0
20/01/2020,region,E12000003,Yorkshire and The Humber,,,0
19/01/2020,region,E12000003,Yorkshire and The Humber,,,0
18/01/2020,region,E12000003,Yorkshire and The Humber,,,0
17/01/2020,region,E12000003,Yorkshire and The Humber,,,0
16/01/2020,region,E12000003,Yorkshire and The Humber,,,0
15/01/2020,region,E12000003,Yorkshire and The Humber,,,0
14/01/2020,region,E12000003,Yorkshire and The Humber,,,0
13/01/2020,region,E12000003,Yorkshire and The Humber,,,0
12/01/2020,region,E12000003,Yorkshire and The Humber,,,0
11/01/2020,region,E12000003,Yorkshire and The Humber,,,0
10/01/2020,region,E12000003,Yorkshire and The Humber,,,0
09/01/2020,region,E12000003,Yorkshire and The Humber,,,0
08/01/2020,region,E12000003,Yorkshire and The Humber,,,0
07/01/2020,region,E12000003,Yorkshire and The Humber,,,0
06/01/2020,region,E12000003,Yorkshire and The Humber,,,0
05/01/2020,region,E12000003,Yorkshire and The Humber,,,0
04/01/2020,region,E12000003,Yorkshire and The Humber,,,0
03/01/2020,region,E12000003,Yorkshire and The Humber,,,0
18/12/2020,region,E12000004,East Midlands,3318.9,132.6,199.8
17/12/2020,region,E12000004,East Midlands,,131.6,191.3
16/12/2020,region,E12000004,East Midlands,,130.5,195.8
15/12/2020,region,E12000004,East Midlands,,128.7,188.5
14/12/2020,region,E12000004,East Midlands,,127.5,182.1
13/12/2020,region,E12000004,East Midlands,,126.7,178.9
12/12/2020,region,E12000004,East Midlands,,126.1,178.4
11/12/2020,region,E12000004,East Midlands,,124.5,178.6
10/12/2020,region,E12000004,East Midlands,,123.6,173.5
09/12/2020,region,E12000004,East Midlands,,122.6,162.8
08/12/2020,region,E12000004,East Midlands,,121.2,168.6
07/12/2020,region,E12000004,East Midlands,,119.6,172.5
06/12/2020,region,E12000004,East Midlands,,119.1,172.5
05/12/2020,region,E12000004,East Midlands,,118.6,164.9
04/12/2020,region,E12000004,East Midlands,,117.3,165.1
03/12/2020,region,E12000004,East Midlands,,116,164.1
02/12/2020,region,E12000004,East Midlands,,114.7,173.1
01/12/2020,region,E12000004,East Midlands,,112.9,178.6
30/11/2020,region,E12000004,East Midlands,,111.5,174.5
29/11/2020,region,E12000004,East Midlands,,111.2,183.4
28/11/2020,region,E12000004,East Midlands,,110.5,198.9
27/11/2020,region,E12000004,East Midlands,,109.1,219.4
26/11/2020,region,E12000004,East Midlands,,107.9,225.5
25/11/2020,region,E12000004,East Midlands,,106.6,231.2
24/11/2020,region,E12000004,East Midlands,,105.1,233.3
23/11/2020,region,E12000004,East Midlands,,103.6,256.1
22/11/2020,region,E12000004,East Midlands,,103.2,295.2
21/11/2020,region,E12000004,East Midlands,,102.3,312.1
20/11/2020,region,E12000004,East Midlands,,101.5,309.4
19/11/2020,region,E12000004,East Midlands,,100.4,327
18/11/2020,region,E12000004,East Midlands,,99,360.5
17/11/2020,region,E12000004,East Midlands,,98.1,359.6
16/11/2020,region,E12000004,East Midlands,,96.4,374.7
15/11/2020,region,E12000004,East Midlands,,96,354.1
14/11/2020,region,E12000004,East Midlands,,95.5,348.1
13/11/2020,region,E12000004,East Midlands,,94.3,347.4
12/11/2020,region,E12000004,East Midlands,,93.7,341.9
11/11/2020,region,E12000004,East Midlands,,92.5,315.9
10/11/2020,region,E12000004,East Midlands,,91.2,321.6
09/11/2020,region,E12000004,East Midlands,,89.9,300.6
08/11/2020,region,E12000004,East Midlands,,89.6,283.9
07/11/2020,region,E12000004,East Midlands,,89.3,286.7
06/11/2020,region,E12000004,East Midlands,,88.5,288.2
05/11/2020,region,E12000004,East Midlands,,87.4,286.2
04/11/2020,region,E12000004,East Midlands,,86.7,283.9
03/11/2020,region,E12000004,East Midlands,,85.9,284.5
02/11/2020,region,E12000004,East Midlands,,84.8,287.4
01/11/2020,region,E12000004,East Midlands,,84.6,295.4
31/10/2020,region,E12000004,East Midlands,,84.2,283.9
30/10/2020,region,E12000004,East Midlands,,83.7,281.9
29/10/2020,region,E12000004,East Midlands,,83,277.3
28/10/2020,region,E12000004,East Midlands,,82.5,273
27/10/2020,region,E12000004,East Midlands,,81.9,273.9
26/10/2020,region,E12000004,East Midlands,,81,276
25/10/2020,region,E12000004,East Midlands,,80.9,276.5
24/10/2020,region,E12000004,East Midlands,,80.3,271.4
