date,areaType,areaCode,areaName,cumCasesByPublishDateRate,cumDeathsByPublishDateRate,newCasesByPublishDateRollingRate
23/10/2020,region,E12000004,East Midlands,,80.1,252.8
22/10/2020,region,E12000004,East Midlands,,79.5,229.3
21/10/2020,region,E12000004,East Midlands,,79.1,232.4
20/10/2020,region,E12000004,East Midlands,,78.8,230.9
19/10/2020,region,E12000004,East Midlands,,78.6,222.7
18/10/2020,region,E12000004,East Midlands,,78.3,210.1
17/10/2020,region,E12000004,East Midlands,,78.2,202.4
16/10/2020,region,E12000004,East Midlands,,77.9,201.2
15/10/2020,region,E12000004,East Midlands,,77.6,216.5
14/10/2020,region,E12000004,East Midlands,,77.3,213.5
13/10/2020,region,E12000004,East Midlands,,77,194
12/10/2020,region,E12000004,East Midlands,,76.7,180.5
11/10/2020,region,E12000004,East Midlands,,76.7,167.5
10/10/2020,region,E12000004,East Midlands,,76.7,183.9
09/10/2020,region,E12000004,East Midlands,,76.6,176.1
08/10/2020,region,E12000004,East Midlands,,76.3,155.3
07/10/2020,region,E12000004,East Midlands,,76,125.8
06/10/2020,region,E12000004,East Midlands,,75.8,113
05/10/2020,region,E12000004,East Midlands,,75.6,101.9
04/10/2020,region,E12000004,East Midlands,,75.6,91.8
03/10/2020,region,E12000004,East Midlands,,75.5,57
02/10/2020,region,E12000004,East Midlands,,75.5,46.5
01/10/2020,region,E12000004,East Midlands,,75.4,44.7
30/09/2020,region,E12000004,East Midlands,,75.2,42.8
29/09/2020,region,E12000004,East Midlands,,75,43.3
28/09/2020,region,E12000004,East Midlands,,75,40.9
27/09/2020,region,E12000004,East Midlands,,74.9,40.6
26/09/2020,region,E12000004,East Midlands,,74.9,39.8
25/09/2020,region,E12000004,East Midlands,,74.7,37.9
24/09/2020,region,E12000004,East Midlands,,74.5,37.2
23/09/2020,region,E12000004,East Midlands,,74.4,34
22/09/2020,region,E12000004,East Midlands,,74.1,32.5
21/09/2020,region,E12000004,East Midlands,,74,32.3
20/09/2020,region,E12000004,East Midlands,,74,32
19/09/2020,region,E12000004,East Midlands,,74,32.6
18/09/2020,region,E12000004,East Midlands,,73.9,34.1
17/09/2020,region,E12000004,East Midlands,,73.8,34.8
16/09/2020,region,E12000004,East Midlands,,73.7,34.8
15/09/2020,region,E12000004,East Midlands,,73.5,32.9
14/09/2020,region,E12000004,East Midlands,,73.3,32
13/09/2020,region,E12000004,East Midlands,,73.3,32.6
12/09/2020,region,E12000004,East Midlands,,73.2,31.9
11/09/2020,region,E12000004,East Midlands,,73.1,29
10/09/2020,region,E12000004,East Midlands,,73.1,25.1
09/09/2020,region,E12000004,East Midlands,,72.8,23.4
08/09/2020,region,E12000004,East Midlands,,72.7,21.4
07/09/2020,region,E12000004,East Midlands,,72.6,19.1
06/09/2020,region,E12000004,East Midlands,,72.6,15.8
05/09/2020,region,E12000004,East Midlands,,72.6,13.6
04/09/2020,region,E12000004,East Midlands,,72.5,12
03/09/2020,region,E12000004,East Midlands,,72.2,11.1
02/09/2020,region,E12000004,East Midlands,,72.1,11.5
01/09/2020,region,E12000004,East Midlands,,72,11
31/08/2020,region,E12000004,East Midlands,,72,11.3
30/08/2020,region,E12000004,East Midlands,,72,11.2
29/08/2020,region,E12000004,East Midlands,,71.9,11
28/08/2020,region,E12000004,East Midlands,,71.9,12.6
27/08/2020,region,E12000004,East Midlands,,71.8,12.4
26/08/2020,region,E12000004,East Midlands,,71.7,12.4
25/08/2020,region,E12000004,East Midlands,,71.7,12.5
24/08/2020,region,E12000004,East Midlands,,71.6,12.6
23/08/2020,region,E12000004,East Midlands,,71.6,12.9
22/08/2020,region,E12000004,East Midlands,,71.6,12.6
21/08/2020,region,E12000004,East Midlands,,71.4,12.2
20/08/2020,region,E12000004,East Midlands,,71.3,19.5
19/08/2020,region,E12000004,East Midlands,,71.2,17.1
18/08/2020,region,E12000004,East Midlands,,71.1,17.3
17/08/2020,region,E12000004,East Midlands,,70.9,18.2
16/08/2020,region,E12000004,East Midlands,,70.9,18.3
15/08/2020,region,E12000004,East Midlands,,70.9,18.5
14/08/2020,region,E12000004,East Midlands,,70.5,17.6
13/08/2020,region,E12000004,East Midlands,,70.4,11.1
12/08/2020,region,E12000004,East Midlands,,70.4,12.6
11/08/2020,region,E12000004,East Midlands,,70.1,13.1
10/08/2020,region,E12000004,East Midlands,,70.1,12.3
09/08/2020,region,E12000004,East Midlands,,70.1,12.9
08/08/2020,region,E12000004,East Midlands,,70.1,12.8
07/08/2020,region,E12000004,East Midlands,,70,13
06/08/2020,region,E12000004,East Midlands,,69.8,12.9
05/08/2020,region,E12000004,East Midlands,,69.8,12.7
04/08/2020,region,E12000004,East Midlands,,69.5,12.6
03/08/2020,region,E12000004,East Midlands,,69.3,11.3
02/08/2020,region,E12000004,East Midlands,,69.3,10.4
01/08/2020,region,E12000004,East Midlands,,69.3,10.8
31/07/2020,region,E12000004,East Midlands,,69.2,10.6
30/07/2020,region,E12000004,East Midlands,,69,10.3
29/07/2020,region,E12000004,East Midlands,,69,10.5
28/07/2020,region,E12000004,East Midlands,,68.7,9.9
27/07/2020,region,E12000004,East Midlands,,68.5,10.1
26/07/2020,region,E12000004,East Midlands,,68.5,10.3
25/07/2020,region,E12000004,East Midlands,,68.5,10.5
24/07/2020,region,E12000004,East Midlands,,68.3,11.4
23/07/2020,region,E12000004,East Midlands,,68.1,11.8
22/07/2020,region,E12000004,East Midlands,,67.8,12.3
21/07/2020,region,E12000004,East Midlands,,67.7,12.6
20/07/2020,region,E12000004,East Midlands,,67.4,12.9
19/07/2020,region,E12000004,East Midlands,,67.4,13.3
18/07/2020,region,E12000004,East Midlands,,67.3,13.3
17/07/2020,region,E12000004,East Midlands,,67.1,13.4
16/07/2020,region,E12000004,East Midlands,,66.9,12.6
15/07/2020,region,E12000004,East Midlands,,66.8,12.9
14/07/2020,region,E12000004,East Midlands,,66.6,14.2
13/07/2020,region,E12000004,East Midlands,,66.4,16
12/07/2020,region,E12000004,East Midlands,,66.3,15.5
11/07/2020,region,E12000004,East Midlands,,66.3,15.4
10/07/2020,region,E12000004,East Midlands,,65.8,15.1
09/07/2020,region,E12000004,East Midlands,,,16.1
08/07/2020,region,E12000004,East Midlands,,,15.7
07/07/2020,region,E12000004,East Midlands,,,236.5
06/07/2020,region,E12000004,East Midlands,,,234.2
05/07/2020,region,E12000004,East Midlands,,,233
04/07/2020,region,E12000004,East Midlands,,,231.1
03/07/2020,region,E12000004,East Midlands,,,229.5
02/07/2020,region,E12000004,East Midlands,,,227.5
01/07/2020,region,E12000004,East Midlands,,,226.2
30/06/2020,region,E12000004,East Midlands,,,2.6
29/06/2020,region,E12000004,East Midlands,,,2.6
28/06/2020,region,E12000004,East Midlands,,,2.8
27/06/2020,region,E12000004,East Midlands,,,2.9
26/06/2020,region,E12000004,East Midlands,,,3.2
25/06/2020,region,E12000004,East Midlands,,,3.5
24/06/2020,region,E12000004,East Midlands,,,3.4
23/06/2020,region,E12000004,East Midlands,,,3.6
22/06/2020,region,E12000004,East Midlands,,,4
21/06/2020,region,E12000004,East Midlands,,,4.1
20/06/2020,region,E12000004,East Midlands,,,4.3
19/06/2020,region,E12000004,East Midlands,,,4.2
18/06/2020,region,E12000004,East Midlands,,,4.4
17/06/2020,region,E12000004,East Midlands,,,4.4
16/06/2020,region,E12000004,East Midlands,,,4
15/06/2020,region,E12000004,East Midlands,,,4.4
14/06/2020,region,E12000004,East Midlands,,,4.1
13/06/2020,region,E12000004,East Midlands,,,3.9
12/06/2020,region,E12000004,East Midlands,,,4
11/06/2020,region,E12000004,East Midlands,,,3.6
10/06/2020,region,E12000004,East Midlands,,,3.8
09/06/2020,region,E12000004,East Midlands,,,4.4
08/06/2020,region,E12000004,East Midlands,,,4.2
07/06/2020,region,E12000004,East Midlands,,,4.8
06/06/2020,region,E12000004,East Midlands,,,5.2
05/06/2020,region,E12000004,East Midlands,,,5.2
04/06/2020,region,E12000004,East Midlands,,,5.9
03/06/2020,region,E12000004,East Midlands,,,6.5
02/06/2020,region,E12000004,East Midlands,,,6.7
01/06/2020,region,E12000004,East Midlands,,,6.3
31/05/2020,region,E12000004,East Midlands,,,6.4
30/05/2020,region,E12000004,East Midlands,,,6.8
29/05/2020,region,E12000004,East Midlands,,,7.5
28/05/2020,region,E12000004,East Midlands,,,8.2
27/05/2020,region,E12000004,East Midlands,,,8.4
26/05/2020,region,E12000004,East Midlands,,,9.6
25/05/2020,region,E12000004,East Midlands,,,10.3
24/05/2020,region,E12000004,East Midlands,,,11.3
23/05/2020,region,E12000004,East Midlands,,,11.6
22/05/2020,region,E12000004,East Midlands,,,11.7
21/05/2020,region,E12000004,East Midlands,,,12.5
20/05/2020,region,E12000004,East Midlands,,,13
19/05/2020,region,E12000004,East Midlands,,,12.8
18/05/2020,region,E12000004,East Midlands,,,14.4
17/05/2020,region,E12000004,East Midlands,,,13.9
16/05/2020,region,E12000004,East Midlands,,,13.8
15/05/2020,region,E12000004,East Midlands,,,13.8
14/05/2020,region,E12000004,East Midlands,,,13
13/05/2020,region,E12000004,East Midlands,,,12.9
12/05/2020,region,E12000004,East Midlands,,,12.9
11/05/2020,region,E12000004,East Midlands,,,11.3
10/05/2020,region,E12000004,East Midlands,,,11.3
09/05/2020,region,E12000004,East Midlands,,,11.5
08/05/2020,region,E12000004,East Midlands,,,12.3
07/05/2020,region,E12000004,East Midlands,,,13.4
06/05/2020,region,E12000004,East Midlands,,,15.8
05/05/2020,region,E12000004,East Midlands,,,16.5
04/05/2020,region,E12000004,East Midlands,,,17.3
03/05/2020,region,E12000004,East Midlands,,,18.4
02/05/2020,region,E12000004,East Midlands,,,18.9
01/05/2020,region,E12000004,East Midlands,,,19.4
30/04/2020,region,E12000004,East Midlands,,,19.5
29/04/2020,region,E12000004,East Midlands,,,18.6
28/04/2020,region,E12000004,East Midlands,,,21.5
27/04/2020,region,E12000004,East Midlands,,,21.8
26/04/2020,region,E12000004,East Midlands,,,21.4
25/04/2020,region,E12000004,East Midlands,,,24.2
24/04/2020,region,E12000004,East Midlands,,,24
23/04/2020,region,E12000004,East Midlands,,,24.6
22/04/2020,region,E12000004,East Midlands,,,21.1
21/04/2020,region,E12000004,East Midlands,,,15.7
20/04/2020,region,E12000004,East Midlands,,,13.2
19/04/2020,region,E12000004,East Midlands,,,11.2
18/04/2020,region,E12000004,East Midlands,,,6.3
17/04/2020,region,E12000004,East Midlands,,,3.5
16/04/2020,region,E12000004,East Midlands,,,0
15/04/2020,region,E12000004,East Midlands,,,0
14/04/2020,region,E12000004,East Midlands,,,0
13/04/2020,region,E12000004,East Midlands,,,0
12/04/2020,region,E12000004,East Midlands,,,0
11/04/2020,region,E12000004,East Midlands,,,0
10/04/2020,region,E12000004,East Midlands,,,0
09/04/2020,region,E12000004,East Midlands,,,0
08/04/2020,region,E12000004,East Midlands,,,0
07/04/2020,region,E12000004,East Midlands,,,0
06/04/2020,region,E12000004,East Midlands,,,0
05/04/2020,region,E12000004,East Midlands,,,0
04/04/2020,region,E12000004,East Midlands,,,0
03/04/2020,region,E12000004,East Midlands,,,0
02/04/2020,region,E12000004,East Midlands,,,0
01/04/2020,region,E12000004,East Midlands,,,0
31/03/2020,region,E12000004,East Midlands,,,0
30/03/2020,region,E12000004,East Midlands,,,0
29/03/2020,region,E12000004,East Midlands,,,0
28/03/2020,region,E12000004,East Midlands,,,0
27/03/2020,region,E12000004,East Midlands,,,0
26/03/2020,region,E12000004,East Midlands,,,0
25/03/2020,region,E12000004,East Midlands,,,0
24/03/2020,region,E12000004,East Midlands,,,0
23/03/2020,region,E12000004,East Midlands,,,0
22/03/2020,region,E12000004,East Midlands,,,0
21/03/2020,region,E12000004,East Midlands,,,0
20/03/2020,region,E12000004,East Midlands,,,0
19/03/2020,region,E12000004,East Midlands,,,0
18/03/2020,region,E12000004,East Midlands,,,0
17/03/2020,region,E12000004,East Midlands,,,0
16/03/2020,region,E12000004,East Midlands,,,0
15/03/2020,region,E12000004,East Midlands,,,0
14/03/2020,region,E12000004,East Midlands,,,0
13/03/2020,region,E12000004,East Midlands,,,0
12/03/2020,region,E12000004,East Midlands,,,0
11/03/2020,region,E12000004,East Midlands,,,0
10/03/2020,region,E12000004,East Midlands,,,0
09/03/2020,region,E12000004,East Midlands,,,0
08/03/2020,region,E12000004,East Midlands,,,0
07/03/2020,region,E12000004,East Midlands,,,0
06/03/2020,region,E12000004,East Midlands,,,0
05/03/2020,region,E12000004,East Midlands,,,0
04/03/2020,region,E12000004,East Midlands,,,0
03/03/2020,region,E12000004,East Midlands,,,0
02/03/2020,region,E12000004,East Midlands,,,0
01/03/2020,region,E12000004,East Midlands,,,0
29/02/2020,region,E12000004,East Midlands,,,0
28/02/2020,region,E12000004,East Midlands,,,0
27/02/2020,region,E12000004,East Midlands,,,0
26/02/2020,region,E12000004,East Midlands,,,0
25/02/2020,region,E12000004,East Midlands,,,0
24/02/2020,region,E12000004,East Midlands,,,0
23/02/2020,region,E12000004,East Midlands,,,0
22/02/2020,region,E12000004,East Midlands,,,0
21/02/2020,region,E12000004,East Midlands,,,0
20/02/2020,region,E12000004,East Midlands,,,0
19/02/2020,region,E12000004,East Midlands,,,0
18/02/2020,region,E12000004,East Midlands,,,0
17/02/2020,region,E12000004,East Midlands,,,0
16/02/2020,region,E12000004,East Midlands,,,0
15/02/2020,region,E12000004,East Midlands,,,0
14/02/2020,region,E12000004,East Midlands,,,0
13/02/2020,region,E12000004,East Midlands,,,0
12/02/2020,region,E12000004,East Midlands,,,0
11/02/2020,region,E12000004,East Midlands,,,0
10/02/2020,region,E12000004,East Midlands,,,0
09/02/2020,region,E12000004,East Midlands,,,0
08/02/2020,region,E12000004,East Midlands,,,0
07/02/2020,region,E12000004,East Midlands,,,0
06/02/2020,region,E12000004,East Midlands,,,0
05/02/2020,region,E12000004,East Midlands,,,0
04/02/2020,region,E12000004,East Midlands,,,0
03/02/2020,region,E12000004,East Midlands,,,0
02/02/2020,region,E12000004,East Midlands,,,0
01/02/2020,region,E12000004,East Midlands,,,0
31/01/2020,region,E12000004,East Midlands,,,0
30/01/2020,region,E12000004,East Midlands,,,0
29/01/2020,region,E12000004,East Midlands,,,0
28/01/2020,region,E12000004,East Midlands,,,0
27/01/2020,region,E12000004,East Midlands,,,0
26/01/2020,region,E12000004,East Midlands,,,0
25/01/2020,region,E12000004,East Midlands,,,0
24/01/2020,region,E12000004,East Midlands,,,0
23/01/2020,region,E12000004,East Midlands,,,0
22/01/2020,region,E12000004,East Midlands,,,0
21/01/2020,region,E12000004,East Midlands,,,0
20/01/2020,region,E12000004,East Midlands,,,0
19/01/2020,region,E12000004,East Midlands,,,0
18/01/2020,region,E12000004,East Midlands,,,0
17/01/2020,region,E12000004,East Midlands,,,0
16/01/2020,region,E12000004,East Midlands,,,0
15/01/2020,region,E12000004,East Midlands,,,0
14/01/2020,region,E12000004,East Midlands,,,0
13/01/2020,region,E12000004,East Midlands,,,0
12/01/2020,region,E12000004,East Midlands,,,0
11/01/2020,region,E12000004,East Midlands,,,0
10/01/2020,region,E12000004,East Midlands,,,0
09/01/2020,region,E12000004,East Midlands,,,0
08/01/2020,region,E12000004,East Midlands,,,0
07/01/2020,region,E12000004,East Midlands,,,0
06/01/2020,region,E12000004,East Midlands,,,0
05/01/2020,region,E12000004,East Midlands,,,0
04/01/2020,region,E12000004,East Midlands,,,0
03/01/2020,region,E12000004,East Midlands,,,0
18/12/2020,region,E12000005,West Midlands,3245.4,147.7,193.8
17/12/2020,region,E12000005,West Midlands,,146.5,192.1
16/12/2020,region,E12000005,West Midlands,,145.6,190.4
15/12/2020,region,E12000005,West Midlands,,143.9,181.2
14/12/2020,region,E12000005,West Midlands,,142.8,172.6
13/12/2020,region,E12000005,West Midlands,,142.3,174.3
12/12/2020,region,E12000005,West Midlands,,141.7,171
11/12/2020,region,E12000005,West Midlands,,140.4,167.7
10/12/2020,region,E12000005,West Midlands,,139.6,164.8
09/12/2020,region,E12000005,West Midlands,,138.2,159.9
08/12/2020,region,E12000005,West Midlands,,136.8,161.8
07/12/2020,region,E12000005,West Midlands,,135.7,168.1
06/12/2020,region,E12000005,West Midlands,,135,174.5
05/12/2020,region,E12000005,West Midlands,,134.4,167.6
04/12/2020,region,E12000005,West Midlands,,133.5,173.8
03/12/2020,region,E12000005,West Midlands,,132.1,178.1
02/12/2020,region,E12000005,West Midlands,,131.2,192.9
01/12/2020,region,E12000005,West Midlands,,129.6,208.6
30/11/2020,region,E12000005,West Midlands,,128,205.4
29/11/2020,region,E12000005,West Midlands,,127.5,210.5
28/11/2020,region,E12000005,West Midlands,,126.9,232.3
27/11/2020,region,E12000005,West Midlands,,125.6,250.2
26/11/2020,region,E12000005,West Midlands,,124.4,272.4
25/11/2020,region,E12000005,West Midlands,,123.6,289.2
24/11/2020,region,E12000005,West Midlands,,121.9,282.2
23/11/2020,region,E12000005,West Midlands,,120.4,305.7
22/11/2020,region,E12000005,West Midlands,,119.9,329.9
21/11/2020,region,E12000005,West Midlands,,119,341
20/11/2020,region,E12000005,West Midlands,,117.9,345.2
19/11/2020,region,E12000005,West Midlands,,116.9,347.1
18/11/2020,region,E12000005,West Midlands,,116,365.9
17/11/2020,region,E12000005,West Midlands,,115,377.6
16/11/2020,region,E12000005,West Midlands,,113.6,380.1
15/11/2020,region,E12000005,West Midlands,,113.3,372.2
14/11/2020,region,E12000005,West Midlands,,112.8,359.4
13/11/2020,region,E12000005,West Midlands,,112.1,353.4
12/11/2020,region,E12000005,West Midlands,,111.2,348.7
11/11/2020,region,E12000005,West Midlands,,109.8,315.6
10/11/2020,region,E12000005,West Midlands,,109,324.9
09/11/2020,region,E12000005,West Midlands,,108.2,314.2
08/11/2020,region,E12000005,West Midlands,,107.5,293
07/11/2020,region,E12000005,West Midlands,,107.1,308
06/11/2020,region,E12000005,West Midlands,,106.6,293.8
05/11/2020,region,E12000005,West Midlands,,105.9,285.3
04/11/2020,region,E12000005,West Midlands,,105.4,284.9
03/11/2020,region,E12000005,West Midlands,,104.5,273.4
02/11/2020,region,E12000005,West Midlands,,103.7,274.7
01/11/2020,region,E12000005,West Midlands,,103.4,282.2
31/10/2020,region,E12000005,West Midlands,,102.9,251.6
30/10/2020,region,E12000005,West Midlands,,102.3,255.9
29/10/2020,region,E12000005,West Midlands,,101.9,252.8
28/10/2020,region,E12000005,West Midlands,,101.4,241.6
27/10/2020,region,E12000005,West Midlands,,100.9,239.1
26/10/2020,region,E12000005,West Midlands,,100.6,231.5
25/10/2020,region,E12000005,West Midlands,,100.3,218.2
24/10/2020,region,E12000005,West Midlands,,99.9,217.3
23/10/2020,region,E12000005,West Midlands,,99.7,201.6
22/10/2020,region,E12000005,West Midlands,,99.2,193.4
21/10/2020,region,E12000005,West Midlands,,99,185.8
20/10/2020,region,E12000005,West Midlands,,98.7,175.3
19/10/2020,region,E12000005,West Midlands,,98.2,163.6
18/10/2020,region,E12000005,West Midlands,,98.1,156.2
17/10/2020,region,E12000005,West Midlands,,98,148.8
16/10/2020,region,E12000005,West Midlands,,97.6,148.4
15/10/2020,region,E12000005,West Midlands,,97.3,133.4
14/10/2020,region,E12000005,West Midlands,,97.1,131
13/10/2020,region,E12000005,West Midlands,,96.9,116.2
12/10/2020,region,E12000005,West Midlands,,96.7,115.8
11/10/2020,region,E12000005,West Midlands,,96.5,115.2
10/10/2020,region,E12000005,West Midlands,,96.1,127
09/10/2020,region,E12000005,West Midlands,,96.1,126
08/10/2020,region,E12000005,West Midlands,,96,119.3
07/10/2020,region,E12000005,West Midlands,,95.6,111.1
06/10/2020,region,E12000005,West Midlands,,95.4,102.6
05/10/2020,region,E12000005,West Midlands,,95.3,95.1
04/10/2020,region,E12000005,West Midlands,,95.2,85.4
03/10/2020,region,E12000005,West Midlands,,95.2,67.3
02/10/2020,region,E12000005,West Midlands,,95,58.9
01/10/2020,region,E12000005,West Midlands,,94.7,61.6
30/09/2020,region,E12000005,West Midlands,,94.6,61.7
29/09/2020,region,E12000005,West Midlands,,94.4,69.6
28/09/2020,region,E12000005,West Midlands,,94.1,69.2
27/09/2020,region,E12000005,West Midlands,,94.1,71.5
26/09/2020,region,E12000005,West Midlands,,94,69.6
25/09/2020,region,E12000005,West Midlands,,93.8,67.9
24/09/2020,region,E12000005,West Midlands,,93.4,66.2
23/09/2020,region,E12000005,West Midlands,,93.2,61.6
22/09/2020,region,E12000005,West Midlands,,93.1,53.7
21/09/2020,region,E12000005,West Midlands,,92.7,49.4
20/09/2020,region,E12000005,West Midlands,,92.7,47.6
19/09/2020,region,E12000005,West Midlands,,92.6,46.5
18/09/2020,region,E12000005,West Midlands,,92.6,45.1
17/09/2020,region,E12000005,West Midlands,,92.2,44.2
16/09/2020,region,E12000005,West Midlands,,92.1,44.4
15/09/2020,region,E12000005,West Midlands,,92,42.8
14/09/2020,region,E12000005,West Midlands,,91.8,41.3
13/09/2020,region,E12000005,West Midlands,,91.8,42.7
12/09/2020,region,E12000005,West Midlands,,91.8,43.1
11/09/2020,region,E12000005,West Midlands,,91.7,40
10/09/2020,region,E12000005,West Midlands,,91.7,36.5
09/09/2020,region,E12000005,West Midlands,,91.5,33.3
08/09/2020,region,E12000005,West Midlands,,91.4,30.2
07/09/2020,region,E12000005,West Midlands,,91.2,27.7
06/09/2020,region,E12000005,West Midlands,,91.2,22.4
05/09/2020,region,E12000005,West Midlands,,91.2,17.9
04/09/2020,region,E12000005,West Midlands,,91,16.9
03/09/2020,region,E12000005,West Midlands,,90.8,15.5
02/09/2020,region,E12000005,West Midlands,,90.7,16.2
01/09/2020,region,E12000005,West Midlands,,90.5,15.6
31/08/2020,region,E12000005,West Midlands,,90.5,15.8
30/08/2020,region,E12000005,West Midlands,,90.5,15.1
29/08/2020,region,E12000005,West Midlands,,90.4,14.3
28/08/2020,region,E12000005,West Midlands,,90.4,14.2
27/08/2020,region,E12000005,West Midlands,,90.2,13.9
26/08/2020,region,E12000005,West Midlands,,90,12.7
25/08/2020,region,E12000005,West Midlands,,89.9,12.6
24/08/2020,region,E12000005,West Midlands,,89.7,13
23/08/2020,region,E12000005,West Midlands,,89.7,13
22/08/2020,region,E12000005,West Midlands,,89.7,13.4
21/08/2020,region,E12000005,West Midlands,,89.5,13.8
20/08/2020,region,E12000005,West Midlands,,89.4,16.6
19/08/2020,region,E12000005,West Midlands,,89.2,14.3
18/08/2020,region,E12000005,West Midlands,,89.1,14.8
17/08/2020,region,E12000005,West Midlands,,89,14.9
16/08/2020,region,E12000005,West Midlands,,89,15
15/08/2020,region,E12000005,West Midlands,,89,14.9
14/08/2020,region,E12000005,West Midlands,,88.6,13.7
13/08/2020,region,E12000005,West Midlands,,88.4,10.2
12/08/2020,region,E12000005,West Midlands,,88.4,11.7
11/08/2020,region,E12000005,West Midlands,,88.2,11
10/08/2020,region,E12000005,West Midlands,,88.1,9.4
09/08/2020,region,E12000005,West Midlands,,88.1,10.2
08/08/2020,region,E12000005,West Midlands,,88.1,9
07/08/2020,region,E12000005,West Midlands,,88,8.9
06/08/2020,region,E12000005,West Midlands,,87.9,8.9
05/08/2020,region,E12000005,West Midlands,,87.8,8.9
04/08/2020,region,E12000005,West Midlands,,87.7,8.5
03/08/2020,region,E12000005,West Midlands,,87.6,8.8
02/08/2020,region,E12000005,West Midlands,,87.6,7.9
01/08/2020,region,E12000005,West Midlands,,87.6,8.4
31/07/2020,region,E12000005,West Midlands,,87.4,9
30/07/2020,region,E12000005,West Midlands,,87.1,8.9
29/07/2020,region,E12000005,West Midlands,,87,8.9
28/07/2020,region,E12000005,West Midlands,,86.8,8.7
27/07/2020,region,E12000005,West Midlands,,86.6,8.5
26/07/2020,region,E12000005,West Midlands,,86.5,8.3
25/07/2020,region,E12000005,West Midlands,,86.5,8.3
24/07/2020,region,E12000005,West Midlands,,86.3,7.9
23/07/2020,region,E12000005,West Midlands,,86.1,8.4
22/07/2020,region,E12000005,West Midlands,,86,8
21/07/2020,region,E12000005,West Midlands,,85.9,8.2
20/07/2020,region,E12000005,West Midlands,,85.8,7.8
19/07/2020,region,E12000005,West Midlands,,85.8,7.8
18/07/2020,region,E12000005,West Midlands,,85.7,7.4
17/07/2020,region,E12000005,West Midlands,,85.6,8.2
16/07/2020,region,E12000005,West Midlands,,85.5,7.7
15/07/2020,region,E12000005,West Midlands,,85.4,7.6
14/07/2020,region,E12000005,West Midlands,,85.2,7.2
13/07/2020,region,E12000005,West Midlands,,85.1,7.3
12/07/2020,region,E12000005,West Midlands,,85,6.4
11/07/2020,region,E12000005,West Midlands,,85,6.5
10/07/2020,region,E12000005,West Midlands,,84.7,5.4
09/07/2020,region,E12000005,West Midlands,,,5
08/07/2020,region,E12000005,West Midlands,,,4.9
07/07/2020,region,E12000005,West Midlands,,,140.7
06/07/2020,region,E12000005,West Midlands,,,140.2
05/07/2020,region,E12000005,West Midlands,,,140.4
04/07/2020,region,E12000005,West Midlands,,,139.7
03/07/2020,region,E12000005,West Midlands,,,139
02/07/2020,region,E12000005,West Midlands,,,138.9
01/07/2020,region,E12000005,West Midlands,,,138.4
30/06/2020,region,E12000005,West Midlands,,,2.1
29/06/2020,region,E12000005,West Midlands,,,2.4
28/06/2020,region,E12000005,West Midlands,,,2.4
27/06/2020,region,E12000005,West Midlands,,,2.2
26/06/2020,region,E12000005,West Midlands,,,2.1
25/06/2020,region,E12000005,West Midlands,,,2.7
24/06/2020,region,E12000005,West Midlands,,,2.6
23/06/2020,region,E12000005,West Midlands,,,3
22/06/2020,region,E12000005,West Midlands,,,3.1
21/06/2020,region,E12000005,West Midlands,,,3.3
20/06/2020,region,E12000005,West Midlands,,,3.7
19/06/2020,region,E12000005,West Midlands,,,4.2
18/06/2020,region,E12000005,West Midlands,,,3.7
17/06/2020,region,E12000005,West Midlands,,,4.2
16/06/2020,region,E12000005,West Midlands,,,4.1
15/06/2020,region,E12000005,West Midlands,,,4.6
14/06/2020,region,E12000005,West Midlands,,,4.3
13/06/2020,region,E12000005,West Midlands,,,4.2
12/06/2020,region,E12000005,West Midlands,,,4.2
11/06/2020,region,E12000005,West Midlands,,,4.3
10/06/2020,region,E12000005,West Midlands,,,4.4
09/06/2020,region,E12000005,West Midlands,,,4.6
08/06/2020,region,E12000005,West Midlands,,,4.6
07/06/2020,region,E12000005,West Midlands,,,5.1
06/06/2020,region,E12000005,West Midlands,,,4.4
05/06/2020,region,E12000005,West Midlands,,,3.8
04/06/2020,region,E12000005,West Midlands,,,4.7
03/06/2020,region,E12000005,West Midlands,,,5.1
02/06/2020,region,E12000005,West Midlands,,,5.4
01/06/2020,region,E12000005,West Midlands,,,5.3
31/05/2020,region,E12000005,West Midlands,,,5.7
30/05/2020,region,E12000005,West Midlands,,,7.1
29/05/2020,region,E12000005,West Midlands,,,8.7
28/05/2020,region,E12000005,West Midlands,,,9.5
27/05/2020,region,E12000005,West Midlands,,,10.1
26/05/2020,region,E12000005,West Midlands,,,11
25/05/2020,region,E12000005,West Midlands,,,12.1
24/05/2020,region,E12000005,West Midlands,,,13.5
23/05/2020,region,E12000005,West Midlands,,,13.6
22/05/2020,region,E12000005,West Midlands,,,14
21/05/2020,region,E12000005,West Midlands,,,13.2
20/05/2020,region,E12000005,West Midlands,,,13.8
19/05/2020,region,E12000005,West Midlands,,,14
18/05/2020,region,E12000005,West Midlands,,,14.6
17/05/2020,region,E12000005,West Midlands,,,14.2
16/05/2020,region,E12000005,West Midlands,,,15.4
15/05/2020,region,E12000005,West Midlands,,,15.9
14/05/2020,region,E12000005,West Midlands,,,18
13/05/2020,region,E12000005,West Midlands,,,18.9
12/05/2020,region,E12000005,West Midlands,,,19.1
11/05/2020,region,E12000005,West Midlands,,,20.4
10/05/2020,region,E12000005,West Midlands,,,21.9
09/05/2020,region,E12000005,West Midlands,,,22.2
